ID,Adoption,Transfer,Return_to_owner,Euthanasia,Died
1,0.402895731228,0.352501028845,0.179056455535,0.0581765124023,0.00737027198923
2,0.402895731228,0.352501028845,0.179056455535,0.0581765124023,0.00737027198923
3,0.402895731228,0.352501028845,0.179056455535,0.0581765124023,0.00737027198923
4,0.402895731228,0.352501028845,0.179056455535,0.0581765124023,0.00737027198923
5,0.402895731228,0.352501028845,0.179056455535,0.0581765124023,0.00737027198923
6,0.402895731228,0.352501028845,0.179056455535,0.0581765124023,0.00737027198923
7,0.402895731228,0.352501028845,0.179056455535,0.0581765124023,0.00737027198923
8,0.402895731228,0.352501028845,0.179056455535,0.0581765124023,0.00737027198923
9,0.402895731228,0.352501028845,0.179056455535,0.0581765124023,0.00737027198923
10,0.402895731228,0.352501028845,0.179056455535,0.0581765124023,0.00737027198923
11,0.402895731228,0.352501028845,0.179056455535,0.0581765124023,0.00737027198923
12,0.402895731228,0.352501028845,0.179056455535,0.0581765124023,0.00737027198923
13,0.402895731228,0.352501028845,0.179056455535,0.0581765124023,0.00737027198923
14,0.402895731228,0.352501028845,0.179056455535,0.0581765124023,0.00737027198923
15,0.402895731228,0.352501028845,0.179056455535,0.0581765124023,0.00737027198923
16,0.402895731228,0.352501028845,0.179056455535,0.0581765124023,0.00737027198923
17,0.402895731228,0.352501028845,0.179056455535,0.0581765124023,0.00737027198923
18,0.402895731228,0.352501028845,0.179056455535,0.0581765124023,0.00737027198923
19,0.402895731228,0.352501028845,0.179056455535,0.0581765124023,0.00737027198923
20,0.402895731228,0.352501028845,0.179056455535,0.0581765124023,0.00737027198923
21,0.402895731228,0.352501028845,0.179056455535,0.0581765124023,0.00737027198923
22,0.402895731228,0.352501028845,0.179056455535,0.0581765124023,0.00737027198923
23,0.402895731228,0.352501028845,0.179056455535,0.0581765124023,0.00737027198923
24,0.402895731228,0.352501028845,0.179056455535,0.0581765124023,0.00737027198923
25,0.402895731228,0.352501028845,0.179056455535,0.0581765124023,0.00737027198923
26,0.402895731228,0.352501028845,0.179056455535,0.0581765124023,0.00737027198923
27,0.402895731228,0.352501028845,0.179056455535,0.0581765124023,0.00737027198923
28,0.402895731228,0.352501028845,0.179056455535,0.0581765124023,0.00737027198923
29,0.402895731228,0.352501028845,0.179056455535,0.0581765124023,0.00737027198923
30,0.402895731228,0.352501028845,0.179056455535,0.0581765124023,0.00737027198923
31,0.402895731228,0.352501028845,0.179056455535,0.0581765124023,0.00737027198923
32,0.402895731228,0.352501028845,0.179056455535,0.0581765124023,0.00737027198923
33,0.402895731228,0.352501028845,0.179056455535,0.0581765124023,0.00737027198923
34,0.402895731228,0.352501028845,0.179056455535,0.0581765124023,0.00737027198923
35,0.402895731228,0.352501028845,0.179056455535,0.0581765124023,0.00737027198923
36,0.402895731228,0.352501028845,0.179056455535,0.0581765124023,0.00737027198923
37,0.402895731228,0.352501028845,0.179056455535,0.0581765124023,0.00737027198923
38,0.402895731228,0.352501028845,0.179056455535,0.0581765124023,0.00737027198923
39,0.402895731228,0.352501028845,0.179056455535,0.0581765124023,0.00737027198923
40,0.402895731228,0.352501028845,0.179056455535,0.0581765124023,0.00737027198923
41,0.402895731228,0.352501028845,0.179056455535,0.0581765124023,0.00737027198923
42,0.402895731228,0.352501028845,0.179056455535,0.0581765124023,0.00737027198923
43,0.402895731228,0.352501028845,0.179056455535,0.0581765124023,0.00737027198923
44,0.402895731228,0.352501028845,0.179056455535,0.0581765124023,0.00737027198923
45,0.402895731228,0.352501028845,0.179056455535,0.0581765124023,0.00737027198923
46,0.402895731228,0.352501028845,0.179056455535,0.0581765124023,0.00737027198923
47,0.402895731228,0.352501028845,0.179056455535,0.0581765124023,0.00737027198923
48,0.402895731228,0.352501028845,0.179056455535,0.0581765124023,0.00737027198923
49,0.402895731228,0.352501028845,0.179056455535,0.0581765124023,0.00737027198923
50,0.402895731228,0.352501028845,0.179056455535,0.0581765124023,0.00737027198923
51,0.402895731228,0.352501028845,0.179056455535,0.0581765124023,0.00737027198923
52,0.402895731228,0.352501028845,0.179056455535,0.0581765124023,0.00737027198923
53,0.402895731228,0.352501028845,0.179056455535,0.0581765124023,0.00737027198923
54,0.402895731228,0.352501028845,0.179056455535,0.0581765124023,0.00737027198923
55,0.402895731228,0.352501028845,0.179056455535,0.0581765124023,0.00737027198923
56,0.402895731228,0.352501028845,0.179056455535,0.0581765124023,0.00737027198923
57,0.402895731228,0.352501028845,0.179056455535,0.0581765124023,0.00737027198923
58,0.402895731228,0.352501028845,0.179056455535,0.0581765124023,0.00737027198923
59,0.402895731228,0.352501028845,0.179056455535,0.0581765124023,0.00737027198923
60,0.402895731228,0.352501028845,0.179056455535,0.0581765124023,0.00737027198923
61,0.402895731228,0.352501028845,0.179056455535,0.0581765124023,0.00737027198923
62,0.402895731228,0.352501028845,0.179056455535,0.0581765124023,0.00737027198923
63,0.402895731228,0.352501028845,0.179056455535,0.0581765124023,0.00737027198923
64,0.402895731228,0.352501028845,0.179056455535,0.0581765124023,0.00737027198923
65,0.402895731228,0.352501028845,0.179056455535,0.0581765124023,0.00737027198923
66,0.402895731228,0.352501028845,0.179056455535,0.0581765124023,0.00737027198923
